"GENNME","Active_Ingredients"
"Bromfenac","Bromfenac"
"Follicle Stimulating Hormone/Luteinizing Hormone","Follicle Stimulating Hormone;Luteinizing Hormone"
"Ibandronate Sodium","Ibandronate"
"Alendronate Sodium/Cholecalciferol","Alendronate;Cholecalciferol"
"Exenatide","Exenatide"
"Interferon Beta-1a;Interferon Beta-1a","Interferon Beta-1a"
"Paricalcitol","Paricalcitol"
"Palivizumab","Palivizumab"
"Tipranavir","Tipranavir"
"Pregabalin","Pregabalin"
"Ramelteon","Ramelteon"
"Chlorpheniramine Mal/Phenyleph HCl","Chlorpheniramine;Phenylephrine"
"Hydralazine Hydrochloride/Isosorbide Dinitrate","Hydralazine;Isosorbide"
"Nepafenac","Nepafenac"
"Typhoid Vaccine, Live","Typhoid Vaccine Live"
"Metformin Hydrochloride/Pioglitazone Hydrochloride","Metformin;Pioglitazone"
"Lidocaine/Tetracaine","Lidocaine;Tetracaine"
"Lopinavir/Ritonavir","Lopinavir;Ritonavir"
"Deferasirox","Deferasirox"
"Azithromycin","Azithromycin"
"Abatacept","Abatacept"
"Lenalidomide","Lenalidomide"
"Insulin Detemir","Insulin"
"Pneumococcal Vaccine Polyvalent","Pneumococcal Vaccine"
"Sunitinib Malate","Sunitinib"
"Benzoic Acid/Hyoscyamine Sulf/Methenamine/Methylen","Benzoic Acid;Hyoscyamine;Methenamine;Methylene Blue"
"Ranolazine","Ranolazine"
"Betamethasone Dipropionate/Calcipotriene","Betamethasone;Calcipotriene"
"Miconazole Nitrate/Petrolatum, White/Zinc Oxide","Miconazole"
"Sodium Bicarbonate/Sodium Chloride","Sodium"
"Selegiline","Selegiline"
"Omeprazole/Sodium Bicarbonate","Omeprazole;Sodium"
"Ribavirin;Ribavirin","Ribavirin"
"Methylphenidate","Methylphenidate"
"Lithium","Lithium"
"Polyvinyl Alcohol/Povidone","Polyvinyl Alcohol;Povidone"
"Aspirin/Oxycodone Hydrochloride","Acetylsalicylic Acid;Oxycodone"
"Varenicline","Varenicline"
"Rasagiline","Rasagiline"
"Aloe/Collagen/Lidocaine Hydrochloride","Aloe;Collagen;Lidocaine"
"Varenicline;Varenicline","Varenicline"
"Oxymorphone Hydrochloride","Oxymorphone"
"Dasatinib","Dasatinib"
"Ethinyl Estradiol;Ethinyl Estradiol/Levonorgestrel","Ethinyl Estradiol;Levonorgestrel"
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fum","Efavirenz;Emtricitabine;Tenofovir"
"Etonogestrel","Etonogestrel"
"Budesonide/Formoterol Fumarate","Budesonide;Formoterol"
"Glimepiride/Pioglitazone Hydrochloride","Glimepiride;Pioglitazone"
"Lactobacillus Acidophilus/Lactobacillus Bulgaricus","Lactobacillus Acidophilus;Lactobacillus Bulgaricus"
"Hydrochlorothiazide/Metoprolol Succinate","Hydrochlorothiazide;Metoprolol"
"Ca Ascorbate/Calcium Threonate/Vit B12/Folic Acid/","Ascorbic Acid;Calcium;Vitamin B12;Folic Acid"
"Ca Ascorbate/Calcium Threonate/Vit B12/Ferrous Fum","Ascorbic Acid;Calcium;Vitamin B12;Ferrous"
"Ca Ascorbate/Calcium Threonate/Vit B12/Fe/Stomach,","Ascorbic Acid;Calcium;Vitamin B12;Iron"
"Posaconazole","Posaconazole"
"Sodium Hypochlorite","Hypochlorite"
"Drospirenone/Estradiol","Drospirenone;Estradiol"
"Arformoterol Tartrate","Arformoterol"
"Sitagliptin Phosphate","Sitagliptin"
"Polyethylene Glycol 3350/K Cl/Na Cl/Na Sulf;Vit C/","Polyethylene Glycol 3350;Potassium Chloride;Sodium;Sulfate;Vitamin C"
"Carvedilol Phosphate","Carvedilol"
"Ciclesonide","Ciclesonide"
"Telbivudine","Telbivudine"
"Clindamycin Phosphate/Tretinoin","Clindamycin;Tretinoin"
"Sinecatechins","Sinecatechins"
"Paliperidone","Paliperidone"
"Lubiprostone","Lubiprostone"
"Polyethylene Glycol 3350/K Cl/Na Bicarb/Na Cl","Polyethylene Glycol 3350;Potassium Chloride;Sodium"
"PEG Electrolyte Lavage Solution","Polyethylene Glycol"
"Cu/Vit B12/Ferrous Fum/Folic Acid/Fe Polysaccharid","Copper;Vitamin B12;Ferrous;Folic Acid;Iron Polysaccharide"
"Drospirenone/Ethinyl Estradiol;Placebo","Drospirenone;Ethinyl Estradiol"
"Doxercalciferol","Doxercalciferol"
"Lisdexamfetamine Dimesylate","Lisdexamfetamine"
"Aliskiren","Aliskiren"
"Lapatinib Ditosylate","Lapatinib"
"Eculizumab","Eculizumab"
"Metformin Hydrochloride/Sitagliptin Phosphate","Metformin;Sitagliptin"
"Retapamulin","Retapamulin"
"Zoledronic Acid","Zoledronic Acid"
"Fluticasone Furoate","Fluticasone"
"Bi Subcitrate K/Metronidazole/Tetracycline HCl","Bismuth;Metronidazole;Tetracycline"
"Rotigotine","Rotigotine"
"Levocetirizine Dihydrochloride","Levocetirizine"
"Armodafinil","Armodafinil"
"Ambrisentan","Ambrisentan"
"Colestipol Hydrochloride, Micronized","Colestipol"
"Amlodipine Besylate/Valsartan","Amlodipine;Valsartan"
"Rivastigmine","Rivastigmine"
"Maraviroc","Maraviroc"
"Pertussis Vac, Acellular/Reduced Diphtheria Toxoid","Pertussis Vaccine;Diphtheria Toxoid"
"Rho(D) Immune Globulin","Rho(D) Immune Globulin"
"Antipyrine/Benzocaine/Glycerin","Antipyrine;Benzocaine;Glycerin"
"Sodium Polystyrene Sulfonate","Polystyrene Sulfonate"
"Amlodipine Besylate/Olmesartan Medoxomil","Amlodipine;Olmesartan"
"Citric Acid/Potassium Bicarbonate","Citric Acid;Potassium Bicarbonate"
"Topotecan Hydrochloride","Topotecan"
"Raltegravir Potassium","Raltegravir"
"Sevelamer Carbonate","Sevelamer"
"Nilotinib Hydrochloride","Nilotinib"
"Brimonidine Tartrate/Timolol Maleate","Brimonidine;Timolol"
"Diclofenac Epolamine","Diclofenac"
"Sapropterin Dihydrochloride","Sapropterin"
"Nebivolol Hydrochloride","Nebivolol"
"Pramlintide Acetate","Pramlintide"
"Vit C/Vit B12/Folic Acid/Fe/Pyridoxine HCl/Zinc","Ascorbic Acid;Vitamin B12;Folic Acid;Iron;Pyridoxine;Zinc"
"Vit C/Biotin/Cholecalciferol/Cr/Coenzyme Q10/Cu/Vi","Ascorbic Acid;Biotin;Cholecalciferol;Chromium;Coenzyme Q10;Copper"
"Salicylic Acid;Cleanser","Salicylic Acid"
"Etravirine","Etravirine"
"Aliskiren/Hydrochlorothiazide","Aliskiren;Hydrochlorothiazide"
"Pyridoxal Phosphate","Pyridoxal Phosphate"
"Aloe/Hydrocortisone Acetate/Iodoquinol","Aloe Vera;Hydrocortisone;Iodoquinol"
"Brompheniramine Mal/Codeine Phos/Phenyleph HCl","Brompheniramine;Codeine;Phenylephrine"
"Niacin/Simvastatin","Niacin;Simvastatin"
"Desvenlafaxine Succinate","Desvenlafaxine"
"Nisoldipine","Nisoldipine"
"Naproxen Sodium/Sumatriptan Succinate","Naproxen;Sumatriptan"
"DM Hydrobrom/guaiFENesin/Phenyleph HCl","Dextromethorphan;Guaifenesin;Phenylephrine"
"Certolizumab Pegol","Certolizumab"
"Methylnaltrexone Bromide","Naltrexone"
"Vit C/Vit B12/DSS/Folic Acid/Fe","Ascorbic Acid;Vitamin B12;Docusate;Folic Acid;Iron"
"Chlophedianol HCl/Dexchlorpheniramine Mal/PSE HCl","Chlophedianol;Dexchlorpheniramine;Pseudoephedrine"
"Bifidobacterium breve/Bifidobacterium infantis/Bif","Bifidobacterium Breve;Bifidobacterium Infantis"
"Fluticasone Propionate, Micronized","Fluticasone"
"Darunavir Ethanolate","Darunavir"
"Difluprednate","Difluprednate"
"Dexamethasone, Micronized","Dexamethasone"
"Tranilast","Tranilast"
"Insulin Glulisine","Insulin Glulisine"
"Tetrabenazine","Tetrabenazine"
"Vit C/Biotin/Vit B12/Folic Acid/Vitamin B3/Vit B5/","Ascorbic Acid;Biotin;Vitamin B12;Folic Acid;Niacin;Pantothenic Acid"
"Vit B12/Docosahexaenoic Acid/Eicosapentaenoic Acid","Vitamin B12;Docosahexaenoic Acid;Eicosapentaenoic Acid"
"Omega-3 Fatty Acids;Vit C/Ca/Cu/Vit B12/Folic Acid","Omega-3 Fatty Acids;Ascorbic Acid;Calcium;Copper;Vitamin B12;Folic Acid"
"Vit C/Biotin/Cu/Vit B12/DSS/Folic Acid/Fe/Vit E","Ascorbic Acid;Biotin;Copper;Vitamin B12;Docusate;Folic Acid;Iron;Vitamin E"
"Granisetron","Granisetron"
"Silica Gel, Micronized","Silica"
"Opium","Opium Alkaloids"
"Cefditoren Pivoxil","Cefditoren"
"Lacosamide","Lacosamide"
"Fesoterodine Fumarate","Fesoterodine"
"Docosahexaenoic Acid;Prenatal Vitamins","Docosahexaenoic Acid;Prenatal Vitamins (Complex Mixture)"
"Silodosin","Silodosin"
"Acetaminophen/Caffeine/Isometheptene Mucate","Acetaminophen;Caffeine;Isometheptene"
"Rufinamide","Rufinamide"
"Eltrombopag Olamine","Eltrombopag"
"Lanreotide Acetate","Lanreotide"
"Plerixafor","Plerixafor"
"Fenofibric Acid","Fenofibric Acid"
"Adapalene/Benzoyl Peroxide","Adapalene;Benzoyl Peroxide"
"Dexlansoprazole","Dexlansoprazole"
"Omeprazole Magnesium","Omeprazole"
"Milnacipran Hydrochloride","Milnacipran"
"Febuxostat","Febuxostat"
"Chlorpheniramine Maleate/Codeine Phosphate","Chlorpheniramine;Codeine"
"buPROPion hydrobromide","Bupropion"
"Potassium Nitrate/Sodium Fluoride","Potassium Nitrate;Fluoride"
"Everolimus","Everolimus"
"Japanese Encephalitis Vaccine, Inactivated Adsorb","Japanese Encephalitis Vaccine"
"Artemether/Lumefantrine","Artemether;Lumefantrine"
"Vit C/Biotin/Ca/Cholecalciferol/Cu/Vit B12/Folic A","Ascorbic Acid;Biotin;Calcium;Cholecalciferol;Copper;Vitamin B12;Folic Acid"
"Alpha Carotene/Vit C/Beta Carotene/Biotin/Cholecal","Alpha-Carotene;Ascorbic Acid;Beta-Carotene;Biotin;Cholecalciferol"
"Milnacipran Hydrochloride;Milnacipran Hydrochlorid","Milnacipran"
"Golimumab","Golimumab"
"Vit C/Ca/Cholecalciferol/Vit B12/Docosahexaenoic A","Ascorbic Acid;Calcium;Cholecalciferol;Vitamin B12;Docosahexaenoic Acid"
"Amylase/Lipase/Protease","Amylase;Lipase;Protease"
"Amlodipine Besylate/Hydrochlorothiazide/Valsartan","Amlodipine;Hydrochlorothiazide;Valsartan"
"Iloperidone","Iloperidone"
"AbobotulinumtoxinA","Abobotulinumtoxina"
"Tolvaptan","Tolvaptan"
"Besifloxacin Hydrochloride","Besifloxacin"
"Squaric Acid Dibutylester","Squaric Acid"
"Hydrogel","Hydrogel"
"Water, Purified","Water"
"Tapentadol Hydrochloride","Tapentadol"
"Ferumoxytol","Ferumoxytol"
"Dronedarone Hydrochloride","Dronedarone"
"Succinic Acid;Vit C/Ca Ascorbate/Calcium Threonate","Succinic Acid;Ascorbic Acid;Calcium;Calcium Threonate"
"Prasugrel Hydrochloride","Prasugrel"
"Sorafenib Tosylate","Sorafenib"
"Saxagliptin Hydrochloride","Saxagliptin"
"Pitavastatin Calcium","Pitavastatin"
"Morphine Sulfate/Naltrexone Hydrochloride","Morphine;Naltrexone"
"Asenapine","Asenapine"
"Paliperidone Palmitate","Paliperidone"
"diphenhydrAMINE hydrochloride;Lido HCl;Nystatin;Mo","Diphenhydramine;Lidocaine;Nystatin"
"HC Ace/Pramoxine HCl;Pramoxine HCl","Hydrocortisone;Pramoxine"
"Bepotastine Besilate","Bepotastine"
"Ganciclovir","Ganciclovir"
"Ustekinumab","Ustekinumab"
"Lactobacillus rhamnosus GG","Lactobacillus Rhamnosus Gg"
"Amlodipine Besylate/Telmisartan","Amlodipine;Telmisartan"
"Pazopanib Hydrochloride","Pazopanib"
"Brompheniramine Mal/Codeine Phos/PSE HCl","Brompheniramine;Codeine;Pseudoephedrine"
"Tranexamic Acid","Tranexamic Acid"
"Ecallantide","Ecallantide"
"Vit C/Biotin/Ca Pantothenate/Vit B12/Ferrous Fum/F","Ascorbic Acid;Biotin;Calcium Pantothenate;Vitamin B12;Ferrous"
"Spray, Multi Ingredient","Multi Ingredient Spray"
"Influenza Virus Vaccine (Subvirion)","Influenza Virus Vaccine"
"Flavocoxid/Zinc, Chelated","Flavocoxid;Zinc"
"Aloe/Iodoquinol","Aloe;Iodoquinol"
"Vit C/Ferrous Fum/Fe Polysaccharide/Vitamin B3","Ascorbic Acid;Ferrous;Iron Polysaccharide;Vitamin B3"
"Vit C/Biotin/Ca Pantothenate/Cu/Vit B12/Docosahexa","Ascorbic Acid;Biotin;Calcium Pantothenate;Copper;Vitamin B12;Docosahexaenoic Acid"
"Tocilizumab","Tocilizumab"
"Docosahexaenoic Acid/Eicosapentaenoic Acid;Vit C/C","Docosahexaenoic Acid;Eicosapentaenoic Acid;Ascorbic Acid"
"Ca Cl/Na Bicarb/Na Cl/Na Phos, Dibasic/Na Phos, Mo","Calcium;Sodium;Phosphate"
"Dalfampridine","Dalfampridine"
"Liraglutide","Liraglutide"
"Vit C/Ca/Cholecalciferol/Docosahexaenoic Acid/DSS/","Ascorbic Acid;Calcium;Cholecalciferol;Docosahexaenoic Acid;Docusate"
"Collagenase, Clostridium histolyticum","Collagenase"
"Aztreonam","Aztreonam"
"Meningococcal Polysaccharide Vac Diphtheria Conj","Meningococcal Polysaccharide Vaccine;Diphtheria Toxoid Conjugate"
"Meningococcal Oligosaccharide Vac Diphtheria Conj","Meningococcal Oligosaccharide Vaccine;Diphtheria Toxoid Conjugate"
"Pneumococcal 13-Valent Vaccine, Diphtheria Conjug","Pneumococcal 13-Valent Vaccine;Diphtheria Toxoid Conjugate"
"Vit C/Biotin/Cholecalciferol/Vit B12/Docosahexaeno","Ascorbic Acid;Biotin;Cholecalciferol;Cyanocobalamin;Docosahexaenoic Acid"
"Vit C/Biotin/Ca/Cholecalciferol/Vit B12/Docosahexa","Ascorbic Acid;Biotin;Calcium;Cholecalciferol;Cyanocobalamin;Docosahexaenoic Acid"
"Vit B12/Folic Acid/Heme Iron Polypeptide, Bovine/F","Cyanocobalamin;Folic Acid;Heme Iron Polypeptide"
"Esomeprazole Magnesium/Naproxen","Esomeprazole;Naproxen"
"Vit C/Ca/Cholecalciferol/Cu/Vit B12/Folic Acid/Fe/","Ascorbic Acid;Calcium;Cholecalciferol;Copper;Cyanocobalamin;Folic Acid;Iron"
"Aminolevulinic Acid Hydrochloride","Aminolevulinic Acid"
"Gatifloxacin","Gatifloxacin"
"Acyclovir/Hydrocortisone","Acyclovir;Hydrocortisone"
"Denosumab","Denosumab"
"Dutasteride/Tamsulosin Hydrochloride","Dutasteride;Tamsulosin"
"Dienogest/Estradiol Valerate;Dienogest/Estradiol V","Dienogest;Estradiol"
"Buprenorphine","Buprenorphine"
"Docosahexaenoic Acid/Lauric Acid;Vit C/Ca/Cu/Vit B","Docosahexaenoic Acid;Lauric Acid;Ascorbic Acid;Calcium;Copper"
"Docosahexaenoic Acid/Lauric Acid;Vit C/Cholecalcif","Docosahexaenoic Acid;Lauric Acid;Ascorbic Acid;Cholecalciferol"
"amLODIPine besylate/hydroCHLOROthiazide/Olmesartan","Amlodipine;Hydrochlorothiazide;Olmesartan"
"Formoterol Fumarate/Mometasone Furoate","Formoterol;Mometasone"
"Vit C/Biotin/Boron/Ca/Ca Pantothenate/Chloride/Cho","Ascorbic Acid;Biotin;Boron;Calcium;Calcium Pantothenate;Chloride"
"Alcaftadine","Alcaftadine"
"Ulipristal Acetate","Ulipristal"
"Dexbrompheniramine Maleate/Phenyleph HCl","Dexbrompheniramine;Phenylephrine"
"Phenylephrine Hydrochloride/Pyrilamine Maleate","Phenylephrine;Pyrilamine"
"Dexbrompheniramine Maleate","Dexbrompheniramine"
"Capsaicin","Capsaicin"
"Fingolimod Hydrochloride","Fingolimod"
"Biotin/Cholecalciferol/Cu/Vit B12/Folic Acid/Heme","Biotin;Cholecalciferol;Copper;Cyanocobalamin;Folic Acid;Heme Iron Polypeptide"
"Levomefolate Ca;Estrogen/Progestin/Folate Combinat","Levomefolate;Estrogen;Progestin;Folate"
"Ammonium Lactate;Halobetasol Propionate","Lactate;Halobetasol"
"Vit C/Ferrous Fum/Folic Acid/Fe Polysaccharide/Vit","Ascorbic Acid;Ferrous;Folic Acid;Iron Polysaccharide"
"Ascorbic Acid/Cyanocobalamin/Folic Acid/Iron","Ascorbic Acid;Cyanocobalamin;Folic Acid;Iron"
"Dabigatran Etexilate Mesylate","Dabigatran"
"Levomefolate Ca/Methylcobalamin/Pyridoxal Phos","Levomefolate;Methylvitamin B12;Pyridoxal Phosphate"
"Levomefolate Calcium","Levomefolate"
"Lurasidone Hydrochloride","Lurasidone"
"Ceftaroline Fosamil","Ceftaroline"
"Dextromethorphan Hydrobromide/Quinidine Sulfate","Dextromethorphan;Quinidine"
"Metformin Hydrochloride/Saxagliptin Hydrochloride","Metformin;Saxagliptin"
"Tesamorelin Acetate","Tesamorelin"
"Fosaprepitant Dimeglumine","Aprepitant"
"Ethinyl Estradiol;Ethinyl Estradiol/Norethindrone","Ethinyl Estradiol;Norethindrone"
"diphenhydrAMINE hydrochloride;HC;Nystatin;Tetracyc","Diphenhydramine;Hydrocortisone;Nystatin;Tetracycline"
"diphenhydrAMINE hydrochloride;HC;Nystatin;Mouthwas","Diphenhydramine;Hydrocortisone;Nystatin"
"Spinosad","Spinosad"
"Hyoscyamine Sulf/Methenamine/Methylene Blue/Na Pho","Hyoscyamine;Methenamine;Methylene Blue"
"Resveratrol","Resveratrol"
"Norethindrone;Placebo","Norethindrone"
"Vit C/Biotin/Ca/Vit B12/Folic Acid/Vitamin B3/Vit","Ascorbic Acid;Biotin;Calcium;Cyanocobalamin;Folic Acid;Niacin"
"Azilsartan Medoxomil","Azilsartan"
"Ethinyl Estradiol/Norelgestromin","Ethinyl Estradiol;Norelgestromin"
"Chloride/Dextrose/Potassium/Sodium/Zinc","Chloride;Dextrose;Potassium;Sodium;Zinc"
"Roflumilast","Roflumilast"
"Belimumab","Belimumab"
"Azelaic Acid/Cu/Folic Acid/Niacinamide/Vit B6/Zinc","Azelaic Acid;Copper;Folic Acid;Niacinamide;Pyridoxine;Zinc"
"Ipilimumab","Ipilimumab"
"Ethinyl Estradiol/Norethindrone;Ferrous Fumarate","Ethinyl Estradiol;Norethindrone;Ferrous"
"Gabapentin Enacarbil","Gabapentin"
"Famotidine/Ibuprofen","Famotidine;Ibuprofen"
"Bisacodyl;Polyethylene Glycol 3350/K Cl/Na Bicarb/","Bisacodyl;Polyethylene Glycol;Potassium Chloride;Sodium"
"Abiraterone Acetate","Abiraterone"
"Sennosides","Sennosides"
"Linagliptin","Linagliptin"
"Arginine/Choline Bitartrate/Cinnamon Bark/Cocoa/GA","Arginine;Choline;Cinnamon Bark;Cocoa;Glycyrrhizic Acid"
"Calcium/Cholecalciferol","Calcium;Cholecalciferol"
"Multivitamin and Fluoride","Multivitamin;Fluoride"
"Aloe/Policosanol;HC Ace/Pramoxine HCl;Medical Food","Aloe;Policosanol;Hydrocortisone;Pramoxine"
"Rilpivirine Hydrochloride","Rilpivirine"
"Vilazodone Hydrochloride","Vilazodone"
"Rivaroxaban","Rivaroxaban"
"Fidaxomicin","Fidaxomicin"
"Vit C/Ca/Cholecalciferol/Vit B12/Folic Acid/Iodine","Vitamin C;Calcium;Cholecalciferol;Vitamin B12;Folic Acid;Iodine"
"Vit C/Cu/Vit B12/Folic Acid/Fe/Mn/Niacinamide/Vit","Vitamin C;Copper;Vitamin B12;Folic Acid;Iron;Manganese;Niacinamide;Vitamin"
"Cough/Cold Combination","Cough/Cold Combination"
"Vit C/Cholecalciferol/Cu/Vit B12/Docosahexaenoic A","Vitamin C;Cholecalciferol;Copper;Vitamin B12;Docosahexaenoic Acid"
"Steviol Glycosides","Steviol Glycosides"
"Indacaterol Maleate","Indacaterol"
"Dextrose/Levofloxacin","Dextrose;Levofloxacin"
"Cetyl Myristoleate","Cetyl Myristoleate"
"Ezogabine","Ezogabine"
"Ticagrelor","Ticagrelor"
"Omega-3 Fatty Acids;Vit C/Ca/Cholecalciferol/Cu/Vi","Omega-3 Fatty Acids;Ascorbic Acid;Calcium;Cholecalciferol;Copper"
"Acetylcysteine/Levomefolate Ca/Methylcobalamin","Acetylcysteine;Levomefolate;Methylvitamin B12"
"Dextranomer/Hyaluronate Sodium","Dextranomer;Hyaluronate"
"Emtricitabine/Rilpivirine Hydrochloride/Tenofovir","Emtricitabine;Rilpivirine;Tenofovir"
"Vemurafenib","Vemurafenib"
"Brentuximab Vedotin","Brentuximab Vedotin"
"Icatibant Acetate","Icatibant"
"Crizotinib","Crizotinib"
"Cholecalciferol/Vit B12/Docosahexaenoic Acid/Eicos","Cholecalciferol;Cyanocobalamin;Docosahexaenoic Acid"
"Biotin/Ca Ascorbate/Ca Carbonate/Calcium Malate/Ca","Biotin;Calcium;Ascorbate;Carbonate;Malate"
"Multivitamin and Iron","Multivitamins;Iron"
"Codeine Phos/Dexbrompheniramine Maleate/PSE HCl","Codeine;Dexbrompheniramine;Pseudoephedrine"
"Ruxolitinib Phosphate","Ruxolitinib"
"Gabapentin;Gabapentin","Gabapentin"
"Al Hydroxide/Mg Hydroxide/Simethicone;Diphenhydram","Aluminum;Magnesium Hydroxide;Simethicone;Diphenhydramine"
"Lactobacillus Acidophilus","Lactobacillus Acidophilus"
"Chlorcyclizine HCl/PSE HCl","Chlorcyclizine;Pseudoephedrine"
"Azilsartan Medoxomil/Chlorthalidone","Azilsartan;Chlorthalidone"
"Ingenol Mebutate","Ingenol Mebutate"
"Axitinib","Axitinib"
"Vismodegib","Vismodegib"
"Linagliptin/Metformin Hydrochloride","Linagliptin;Metformin"
"Tafluprost","Tafluprost"
"Influenza Virus Vaccine, Live","Influenza Virus Vaccine Live"
"Sodium Chloride/Vancomycin Hydrochloride","Sodium;Vancomycin"
"Vit C/Ca/Cholecalciferol/Vit B12/Folic Acid/Vitami","Ascorbic Acid;Calcium;Cholecalciferol;Cyanocobalamin;Folic Acid"
"Vilazodone HCl;Vilazodone HCl;Vilazodone HCl","Vilazodone"
"Avanafil","Avanafil"
"Dexchlorpheniramine Mal/PSE HCl","Dexchlorpheniramine;Pseudoephedrine"
"Azelastine Hydrochloride/Fluticasone Propionate","Azelastine;Fluticasone"
"Amoxicillin;Clarithromycin;Omeprazole","Amoxicillin;Clarithromycin;Omeprazole"
"Halobetasol Propionate;Cream, Multi Ingredient","Halobetasol"
"Capsaicin/Menthol","Capsaicin;Menthol"
"Lorcaserin Hydrochloride","Lorcaserin"
"Mirabegron","Mirabegron"
"Butylated Hydroxytoluene/C30-45 Alkyl Cetearyl Dim","Butylated Hydroxytoluene"
"Phentermine Hydrochloride/Topiramate","Phentermine;Topiramate"
"Citric Acid/Magnesium Oxide/Sodium Picosulfate","Citric Acid;Magnesium Oxide;Picosulfate"
"Aclidinium Bromide","Aclidinium"
"Diosmin/Mg Hydroxide/K Cl/K Hydroxide","Diosmin;Magnesium Hydroxide;Potassium Chloride;Potassium"
"Icosapent Ethyl","Eicosapentaenoic Acid"
"Vit C/Fluoride/Levomefolate Ca/Vitamin B3/Vit B6/V","Ascorbic Acid;Fluoride;Levomefolate;Niacin;Pyridoxine"
"Ethinyl Estradiol/Levonorgestrel;Ethinyl Estradiol","Ethinyl Estradiol;Levonorgestrel"
"Algal Oil/Vit C/Biotin/Ca/Cholecalciferol/Docusate","Algal Oil;Ascorbic Acid;Biotin;Calcium;Cholecalciferol;Docusate"
"Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Di","Cobicistat;Elvitegravir;Emtricitabine;Tenofovir"
"Enzalutamide","Enzalutamide"
"Linaclotide","Linaclotide"
"Ca/Cholecalciferol/Vit B12/Folic Acid/Phosphorus/P","Calcium;Cholecalciferol;Cyanocobalamin;Folic Acid;Phosphorus"
"Bosutinib","Bosutinib"
"Teriflunomide","Teriflunomide"
"Regorafenib","Regorafenib"
"Capsaicin/Lidocaine/Menthol/Methyl Salicylate","Capsaicin;Lidocaine;Menthol;Methyl Salicylate"
"Perampanel","Perampanel"
"Copper/Folic Acid/Niacin/Zinc","Copper;Folic Acid;Niacin;Zinc"
"Magnesium Sulfate/Potassium Sulfate/Sodium Sulfate","Magnesium Sulfate;Potassium Sulfate;Sulfate"
"Tofacitinib Citrate","Tofacitinib"
"Vit B12/Levomefolate Ca/Vit B6/Vit B2","Cyanocobalamin;Levomefolate;Pyridoxine;Riboflavin"
"Sulfacetamide Na/Sulfur;Cleanser and Moisturizer","Sulfacetamide;Sulfur"
"Fluocinolone Acetonide;Cream, Multi Ingredient","Fluocinolone"
"Ponatinib Hydrochloride","Ponatinib"
"Apixaban","Apixaban"
"Lomitapide Mesylate","Lomitapide"
"Bedaquiline Fumarate","Bedaquiline"
"Crofelemer","Crofelemer"
"Eslicarbazepine Acetate","Eslicarbazepine"
"Ca/Cholecalciferol/Docosahexaenoic Acid/DSS/Folic","Calcium;Cholecalciferol;Docosahexaenoic Acid;Folic Acid"
"Vit C/Cholecalciferol/Cu/Vit B12/Ferrous Asparto G","Ascorbic Acid;Cholecalciferol;Copper;Cyanocobalamin;Ferrous"
"Influenza Virus Vaccine Recombinant","Influenza Virus Vaccine Recombinant"
"Sermorelin Acetate","Sermorelin"
"Alogliptin Benzoate/Pioglitazone Hydrochloride","Alogliptin;Pioglitazone"
"Alogliptin Benzoate","Alogliptin"
"Alogliptin Benzoate/Metformin Hydrochloride","Alogliptin;Metformin"
"Ubiquinol","Ubiquinol"
"Cyanocobalamin/Levomefolate Calcium/Pyridoxine","Cyanocobalamin;Levomefolate;Pyridoxine"
"Pomalidomide","Pomalidomide"
"Chlorpheniramine Maleate/Hydrocodone Bitartrate","Chlorpheniramine;Hydrocodone"
"Ospemifene","Ospemifene"
"L-Methylfolate/Schizochytrium","Folate;Schizochytrium (Algae Extract)"
"L-Methylfolate/Methylcobalamin/Pyridoxal Phos/Schi","Folate;Methylvitamin B12;Pyridoxal Phosphate;Schizochytrium (Algae Extract)"
"Insulin Degludec","Insulin Degludec"
"Electrolytes and Minerals;PEG Electrolyte Lavage S","Electrolytes;Minerals;Polyethylene Glycol"
"Dimethyl Fumarate","Dimethyl Fumarate"
"Dimethyl Fumarate;Dimethyl Fumarate","Dimethyl Fumarate"
"Canagliflozin","Canagliflozin"
"Bromfenac Sodium","Bromfenac"
"Doxylamine Succinate/Pyridoxine Hydrochloride","Doxylamine;Pyridoxine"
"Acetylcysteine/Levomefolate Ca/Methylcobalamin/Sch","Acetylcysteine;Levomefolate;Methylvitamin B12;Schizochytrium (Algae Extract)"
"Capsaicin/Menthol/Methyl Salicylate","Capsaicin;Menthol;Methyl Salicylate"
"Levomefolate Calcium/Schizochytrium","Levomefolate;Schizochytrium (Algae Extract)"
"Memantine HCl;Memantine HCl;Memantine HCl;Memantin","Memantine"
"Brimonidine Tartrate/Brinzolamide","Brimonidine;Brinzolamide"
"Lidocaine/Menthol","Lidocaine;Menthol"
"Iron/Sodium","Iron;Sodium"
"Atorvastatin Calcium/Ezetimibe","Atorvastatin;Ezetimibe"
"Leptospermum Honey","Leptospermum Honey"
"Copper","Copper"
"Fluticasone Furoate/Vilanterol Trifenatate","Fluticasone;Vilanterol"
"Cholecalciferol/Genistein/Zinc, Chelated","Cholecalciferol;Genistein;Zinc"
"Erlotinib Hydrochloride","Erlotinib"
"Dabrafenib Mesylate","Dabrafenib"
"Trametinib Dimethyl Sulfoxide","Trametinib"
"Influenza Virus Vaccine, Inactivated","Influenza Virus Vaccine, Inactivated"
