"GENNME","Active_Ingredients"
"Divalproex Sodium","Valproic Acid"
"Beclomethasone Dipropionate Monohydrate","Beclomethasone"
"Ciprofloxacin","Ciprofloxacin"
"Tramadol Hydrochloride","Tramadol"
"HC Ace/Neomycin Sulf/Polymyxin B Sulf","Hydrocortisone;Neomycin;Polymyxin B"
"Metformin Hydrochloride","Metformin"
"Nitrofurantoin Monohydrate/Nitrofurantoin, Macro","Nitrofurantoin"
"Atovaquone","Atovaquone"
"Losartan Potassium","Losartan"
"Hydrochlorothiazide/Losartan Potassium","Hydrochlorothiazide;Losartan"
"Moexipril Hydrochloride","Moexiprilat"
"Dorzolamide Hydrochloride","Dorzolamide"
"Lansoprazole","Lansoprazole"
"Aminobenzoate Potassium","Aminobenzoic Acid"
"Timolol","Timolol"
"Mycophenolate Mofetil","Mycophenolic Acid"
"Amlodipine Besylate/Benazepril Hydrochloride","Amlodipine;Benazepril"
"Alprostadil","Alprostadil"
"Methenamine Mandelate","Methenamine"
"Multimineral/Multivitamin","Multimineral;Multivitamin"
"Valacyclovir Hydrochloride","Acyclovir"
"Alendronate Sodium","Alendronic Acid"
"Rimexolone","Rimexolone"
"Calcitonin (Salmon)","Calcitonin"
"Bicalutamide","Bicalutamide"
"Barrier Skin Protectant","Skin Protectant"
"Lamivudine","Lamivudine"
"Acarbose","Acarbose"
"Lactulose","Lactulose"
"Ciclopirox Olamine","Ciclopirox"
"Melatonin","Melatonin"
"Azelaic Acid","Azelaic Acid"
"Cetirizine Hydrochloride","Cetirizine"
"Ceftibuten","Ceftibuten"
"Riluzole","Riluzole"
"Nisoldipine","Nisoldipine"
"Anastrozole","Anastrozole"
"Somatropin, E-Coli Derived","Somatropin"
"Glimepiride","Glimepiride"
"Mupirocin Calcium","Mupirocin"
"Melatonin/Pyridoxine","Melatonin;Pyridoxine"
"Trandolapril","Trandolapril"
"Gemcitabine Hydrochloride","Gemcitabine"
"Fluocinolone Acetonide/Neomycin Sulfate","Fluocinolone;Neomycin"
"Streptomycin Sulfate","Streptomycin"
"Sodium Phenylbutyrate","Phenylbutyric"
"Adapalene","Adapalene"
"Sennosides A and B","Sennoside A;Sennoside B"
"Potassium Citrate","Citric Acid"
"PEG/K Cl/Na Bicarb/Na Cl/Na Sulf","Polyethylene Glycol;Potassium;Sodium;Sulfate"
"Mirtazapine","Mirtazapine"
"Latanoprost","Latanoprost"
"Insulin Lispro, Recombinant","Insulin Lispro"
"Nevirapine","Nevirapine"
"Cefepime Hydrochloride","Cefepime"
"Chlorpheniramine Mal/DM Hydrobrom","Chlorpheniramine;Dextromethorphan"
"Clobazam","Clobazam"
"Pentosan Polysulfate Sodium","Pentosan Polysulfate"
"Tinidazole","Tinidazole"
"Tetrabenazine","Tetrabenazine"
"Meropenem","Meropenem"
"Brimonidine Tartrate","Brimonidine"
"Zafirlukast","Zafirlukast"
"Olanzapine","Olanzapine"
"Albendazole","Albendazole"
"Midodrine Hydrochloride","Midodrine"
"Acitretin","Acitretin"
"Cabergoline","Cabergoline"
"Triacetin","Glycerol Triacetate"
"Dextromethorphan Polistirex","Dextromethorphan"
"Penciclovir","Penciclovir"
"Donepezil Hydrochloride","Donepezil"
"Trandolapril/Verapamil Hydrochloride","Trandolapril;Verapamil"
"Thioctic Acid","Alpha-Lipoic Acid"
"Phentolamine Mesylate","Phentolamine"
"Levofloxacin","Levofloxacin"
"Topiramate","Topiramate"
"Zileuton","Zileuton"
"Azelastine Hydrochloride","Azelastine"
"Tizanidine Hydrochloride","Tizanidine"
"Atorvastatin Calcium","Atorvastatin"
"Olopatadine Hydrochloride","Olopatadine"
"Fosfomycin Tromethamine","Fosfomycin"
"Nelfinavir Mesylate","Nelfinavir"
"Hydrocortisone Probutate","Hydrocortisone"
"Anagrelide Hydrochloride","Anagrelide"
"Carvedilol","Carvedilol"
"Alpha-1 Proteinase Inhibitor Human","Alpha-1 Proteinase Inhibitor"
"Tazarotene","Tazarotene"
"Calcium Phosphate, Dibasic/Vitamin B Complex","Calcium Phosphate;Vitamin B Complex"
"Pramipexole Dihydrochloride","Pramipexole"
"Carboxymethylcellulose Sodium","Carboxymethylcellulose"
"Heparin Sodium/Sodium Chloride","Heparin;Sodium"
"Tamsulosin Hydrochloride","Tamsulosin"
"Letrozole","Letrozole"
"Hydrochlorothiazide/Moexipril Hydrochloride","Hydrochlorothiazide;Moexiprilat"
"Sumatriptan","Sumatriptan"
"Hydrocodone Bitartrate/Ibuprofen","Hydrocodone;Ibuprofen"
"Ropinirole Hydrochloride","Ropinirole"
"Lamivudine/Zidovudine","Lamivudine;Zidovudine"
"Quetiapine Fumarate","Quetiapine"
"Irbesartan","Irbesartan"
"Dolasetron Mesylate","Dolasetron"
"Scopolamine","Scopolamine"
"Rituximab","Rituximab"
"Salmeterol Xinafoate","Salmeterol"
"Toremifene Citrate","Toremifene"
"Raloxifene Hydrochloride","Raloxifene"
"Fexofenadine HCl/PSE HCl","Fexofenadine;Pseudoephedrine"
"Camphor/Menthol","Camphor;Menthol"
"Zolmitriptan","Zolmitriptan"
"Tiagabine Hydrochloride","Tiagabine"
"Becaplermin","Becaplermin"
"Tolcapone","Tolcapone"
"Clopidogrel Hydrogen Sulfate","Clopidogrel"
"Naratriptan Hydrochloride","Naratriptan"
"Montelukast Sodium","Montelukast"
"Ca Cl/K Cl/Na Cl/Na Lact","Calcium;Potassium;Sodium;Lactate"
"Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate","Gramicidin;Neomycin;Polymyxin B"
"Paregoric","Morphine"
"Potassium Nitrate/Silver Nitrate","Potassium;Silver"
"Atropine Sulf/Hyoscyamine Sulf/PHENobarbital/Scop","Atropine;Hyoscyamine;Phenobarbital;Scopolamine"
"K Phos/Na Phos, Dibasic/Na Phos, Monobasic","Potassium Phosphate;Phosphate"
"APAP/Butalbital/Caff/Codeine Phos","Acetaminophen;Butalbital;Caffeine;Codeine"
"Aspirin/Butalbital/Caffeine/Codeine Phosphate","Acetylsalicylic Acid;Butalbital;Caffeine;Codeine"
"Repaglinide","Repaglinide"
"Diphtheria Toxoid, Adsorbed/Tetanus Toxoid","Diphtheria Toxoid;Tetanus Toxoid"
"Tetanus Toxoid","Tetanus Toxoid"
"Vit C/Biotin/Ca Pantothenate/Vit B12/Folic Acid/Vi","Vitamin C;Biotin;Calcium Pantothenate;Vitamin B12;Folic Acid"
"Vit C/Biotin/Ca Pantothenate/Vit B12/DSS/Folic Aci","Vitamin C;Biotin;Calcium Pantothenate;Vitamin B12;Docusate;Folic Acid"
"Typhoid Vi Polysaccharide Vaccine","Typhoid Vi Polysaccharide"
"Hepatitis A Vaccine, Inactivated","Hepatitis A Vaccine"
"Vit C/Vit B12/Ferrous Fum/Folic Acid/IF","Vitamin C;Vitamin B12;Ferrous;Folic Acid;Intrinsic Factor"
"Colistin Sulf/HC Ace/Neomycin Sulf/Thonzonium Brom","Colistin;Hydrocortisone;Neomycin;Thonzonium"
"Hydrochlorothiazide/Valsartan","Hydrochlorothiazide;Valsartan"
"Ethyl Chloride","Ethyl Chloride"
"Prenatal Vitamins","Vitamins"
"Tolterodine Tartrate","Tolterodine"
"Loteprednol Etabonate","Loteprednol"
"Sildenafil Citrate","Sildenafil"
"Fenofibrate","Fenofibrate"
"Vit C/Vit B12/Ferrous Fum/Folic Acid","Vitamin C;Vitamin B12;Ferrous;Folic Acid"
"Soybean Oil","Soybean Oil"
"Brinzolamide","Brinzolamide"
"Dorzolamide Hydrochloride/Timolol Maleate","Dorzolamide;Timolol"
"Capecitabine","Capecitabine"
"Ciprofloxacin Hydrochloride/Hydrocortisone","Ciprofloxacin;Hydrocortisone"
"Citric Acid/Potassium Citrate/Sodium Citrate","Citric Acid;Potassium Citrate;Citrate"
"Dalteparin Sodium","Dalteparin"
"Rizatriptan Benzoate","Rizatriptan"
"Cefdinir","Cefdinir"
"Cyanocobalamin/Folic Acid/Pyridoxine","Cyanocobalamin;Folic Acid;Pyridoxine"
"Citalopram Hydrobromide","Citalopram"
"Diclofenac Sodium/Misoprostol","Diclofenac;Misoprostol"
"Risedronate Sodium","Risedronate"
"Haemophilus B Conjugate Vaccine","Haemophilus B Conjugate Vaccine"
"Leflunomide","Leflunomide"
"Infliximab","Infliximab"
"Estradiol/Norethindrone Acetate","Estradiol;Norethindrone"
"Candesartan Cilexetil","Candesartan"
"Aluminum Hydroxide/Magnesium Hydroxide/Simethicone","Aluminum;Magnesium Hydroxide;Simethicone"
"Prednicarbate","Prednicarbate"
"Budesonide","Budesonide"
"Etanercept","Etanercept"
"Rifapentine","Rifapentine"
"Telmisartan","Telmisartan"
"Abacavir Sulfate","Abacavir"
"Celecoxib","Celecoxib"
"Miglitol","Miglitol"
"Docusate Sodium/Senna","Docusate;Senna"
"Vit C/Vit B12/Folic Acid/Fe Pentacarbonyl","Vitamin C;Vitamin B12;Folic Acid;Iron"
"Modafinil","Modafinil"
"Imiquimod","Imiquimod"
"Cilostazol","Cilostazol"
"Meningococcal Polysaccharide Vaccine","Meningococcal Polysaccharide Vaccine"
"Hydrochlorothiazide/Irbesartan","Hydrochlorothiazide;Irbesartan"
"Orlistat","Orlistat"
"Sodium Ferric Gluconate Complex","Iron"
"Levalbuterol Hydrochloride","Levalbuterol"
"Conjugated Estrogens Synthetic A","Estrone;Equilin;17α-Dihydroequilin"
"Ondansetron","Ondansetron"
"Rosiglitazone Maleate","Rosiglitazone"
"Perindopril Erbumine","Perindopril"
"Pioglitazone Hydrochloride","Pioglitazone"
"Ketotifen Fumarate","Ketotifen"
"Ivermectin","Ivermectin"
"Rabeprazole Sodium","Rabeprazole"
"Temozolomide","Temozolomide"
"Zaleplon","Zaleplon"
"Eprosartan Mesylate","Eprosartan"
"Sirolimus","Sirolimus"
"Oseltamivir Phosphate","Oseltamivir"
"Entacapone","Entacapone"
"Leuprolide Acetate","Leuprolide"
"Glyburide, Micronized","Glyburide"
"Carbidopa","Carbidopa"
"Moxifloxacin Hydrochloride","Moxifloxacin"
"Exemestane","Exemestane"
"Insulin Lispro Protamine/Insulin Lispro","Insulin Lispro;Insulin Lispro"
"Bexarotene","Bexarotene"
"Oxcarbazepine","Oxcarbazepine"
"Ethinyl Estradiol/Norethindrone Acetate","Ethinyl Estradiol;Norethindrone"
"Thyrotropin Alfa","Thyrotropin Alfa"
"Trimethoprim Hydrochloride","Trimethoprim"
"Vit C/Ca Pantothenate/Cu/Vit B12/Folic Acid/Fe/Mg","Ascorbic Acid;Pantothenic Acid;Copper;Cyanocobalamin;Folic Acid;Iron;Magnesium"
"Vit C/Biotin/Ca Pantothenate/Vit B12/Folic Acid/Ni","Ascorbic Acid;Biotin;Pantothenic Acid;Cyanocobalamin;Folic Acid;Niacin"
"Alosetron Hydrochloride","Alosetron"
"Nedocromil Sodium","Nedocromil"
"Ciclopirox","Ciclopirox"
"Aspirin/Dipyridamole","Acetylsalicylic Acid;Dipyridamole"
"Fexofenadine Hydrochloride","Fexofenadine"
"Levetiracetam","Levetiracetam"
"Cevimeline Hydrochloride","Cevimeline"
"Pantoprazole Sodium","Pantoprazole"
"Hydrochlorothiazide/Quinapril Hydrochloride","Hydrochlorothiazide;Quinaprilat"
"Fosinopril Sodium/Hydrochlorothiazide","Fosinoprilat;Hydrochlorothiazide"
"Meloxicam","Meloxicam"
"Linezolid","Linezolid"
"Rivastigmine Tartrate","Rivastigmine"
"Atovaquone/Proguanil Hydrochloride","Atovaquone;Proguanil"
"Docusate Sodium/Sennosides A and B","Docusate;Sennosides"
"Eflornithine Hydrochloride","Eflornithine"
"Glyburide/Metformin Hydrochloride","Glyburide;Metformin"
"Unoprostone Isopropyl","Unoprostone"
"Zonisamide","Zonisamide"
"Sevelamer Hydrochloride","Sevelamer"
"Colesevelam Hydrochloride","Colesevelam"
"Guaifenesin/Pseudoephedrine Hydrochloride","Guaifenesin;Pseudoephedrine"
"Candesartan Cilexetil/Hydrochlorothiazide","Candesartan;Hydrochlorothiazide"
"Psyllium","Psyllium"
"Iron","Iron"
"Magnesium Citrate","Magnesium"
"Vit C/Biotin/Ca/Ca Pantothenate/Cu/Vit B12/Folic A","Ascorbic Acid;Biotin;Calcium;Pantothenic Acid;Copper;Cyanocobalamin;Folic Acid"
"Na Phos, Dibasic/Na Phos, Monobasic","Phosphate"
"Isopropyl Alcohol","Isopropyl Alcohol"
"Balsalazide Disodium","Balsalazide"
"Phosphorus/Potassium/Sodium","Phosphorus;Potassium;Sodium"
"Vit C/Biotin/Ca Pantothenate/Cr/Vit B12/Iodine/Fe/","Ascorbic Acid;Biotin;Pantothenic Acid;Chromium;Cyanocobalamin;Iodine;Iron"
"Calcium/Vitamin D","Calcium;Vitamin D"
"Fish Oil/Vitamin E","Omega-3 Fatty Acids;Vitamin E"
"Hydrochlorothiazide/Telmisartan","Hydrochlorothiazide;Telmisartan"
"Nateglinide","Nateglinide"
"RimabotulinumtoxinB","Rimabotulinumtoxinb"
"Benzoyl Peroxide/Clindamycin Phosphate","Benzoyl Peroxide;Clindamycin"
"Esomeprazole Magnesium","Esomeprazole"
"Ziprasidone Hydrochloride","Ziprasidone"
"Nilutamide","Nilutamide"
"Travoprost","Travoprost"
"Fluticasone Propionate/Salmeterol Xinafoate","Fluticasone;Salmeterol"
"Bimatoprost","Bimatoprost"
"Galantamine Hydrobromide","Galantamine"
"Insulin Glargine, Recombinant","Insulin"
"Loratadine/Pseudoephedrine Sulfate","Loratadine;Pseudoephedrine"
"Formoterol Fumarate","Formoterol"
"Methylcobalamin","Methylvitamin B12"
"Multivitamin and Minerals","Multivitamins;Minerals"
"Iron Sucrose","Iron"
"Ribavirin","Ribavirin"
"Valganciclovir Hydrochloride","Ganciclovir"
"Cilastatin Sodium/Imipenem","Cilastatin;Imipenem"
"Hep A Vac, Inactivated/Hep B Vac Recombinant","Hepatitis A Vaccine;Hepatitis B Vaccine"
"Measles Virus Vaccine, Live/Mumps Virus Vaccine, L","Measles Virus Vaccine;Mumps Virus Vaccine"
"Potassium Bicarbonate","Potassium"
"Albuterol Sulfate/Ipratropium Bromide","Albuterol;Ipratropium"
"Hylan Polymers A and B","Hylan A;Hylan B"
"Almotriptan Malate","Almotriptan"
"Carboplatin","Carboplatin"
"Bacillus of Calmette and Guerin Vaccine, Live","Bacillus Calmette-Guerin Vaccine"
"Valsartan","Valsartan"
"Cetirizine HCl/PSE HCl","Cetirizine;Pseudoephedrine"
"Insulin Aspart, Recombinant","Insulin Aspart"
"Alteplase, Recombinant","Alteplase"
"Menthol/Zinc Oxide","Menthol;Zinc Oxide"
"Acetaminophen/Tramadol Hydrochloride","Acetaminophen;Tramadol"
"Darbepoetin Alfa","Darbepoetin Alfa"
"Tenofovir Disoproxil Fumarate","Tenofovir"
"Fluphenazine Decanoate","Fluphenazine"
"Vit C/Biotin/Vit B12/Dexpanthenol/Folic Acid/Niaci","Vitamin C;Biotin;Vitamin B12;Dexpanthenol;Folic Acid;Niacin"
"Dexmethylphenidate Hydrochloride","Dexmethylphenidate"
"Multivitamin and Nutriceuticals","Multivitamins"
"Bosentan","Bosentan"
"Castor Oil/Peru Balsam/Trypsin","Castor Oil;Peru Balsam;Trypsin"
"Amphetamine Salt Combination","Amphetamine;Dextroamphetamine"
"Desloratadine","Desloratadine"
"Triptorelin Pamoate","Triptorelin"
"Benzoyl Peroxide/Erythromycin","Benzoyl Peroxide;Erythromycin"
"Pimecrolimus","Pimecrolimus"
"Fondaparinux Sodium","Fondaparinux"
"Poliovirus Vaccine, Inactivated","Poliovirus Vaccine"
"Ertapenem Sodium","Ertapenem"
"Efavirenz","Efavirenz"
"Fluocinolone Acetonide/Hydroquinone/Tretinoin","Fluocinolone;Hydroquinone;Tretinoin"
"Pegfilgrastim","Pegfilgrastim"
"Interferon Beta-1A","Interferon Beta-1a"
"Olmesartan Medoxomil","Olmesartan"
"Frovatriptan Succinate","Frovatriptan"
"Mesna","Mesna"
"Fenofibrate, Micronized","Fenofibrate"
"Voriconazole","Voriconazole"
"Escitalopram Oxalate","Escitalopram"
"Ziprasidone Mesylate","Ziprasidone"
"Lovastatin/Niacin","Lovastatin;Niacin"
"Sodium Oxybate","Oxybate"
"Folic Acid/Iron","Folic Acid;Iron"
"Insulin Aspart Protamine/Insulin Aspart","Insulin Aspart"
"Adefovir Dipivoxil","Adefovir"
"Hyoscyamine Sulf/Methenamine/Methylene Blue/Phenyl","Hyoscyamine;Methenamine;Methylene Blue;Phenyl Salicylate"
"Dutasteride","Dutasteride"
"Glipizide/Metformin Hydrochloride","Glipizide;Metformin"
"Gelatin Sponge","Gelatin"
"Hyaluronate Sodium","Hyaluronic Acid"
"Ezetimibe","Ezetimibe"
"Aripiprazole","Aripiprazole"
"Atomoxetine Hydrochloride","Atomoxetine"
"Nicotine;Nicotine;Nicotine","Nicotine"
"Teriparatide","Teriparatide"
"Ciprofloxacin/Ciprofloxacin Hydrochloride","Ciprofloxacin"
"Cu Sulf/Vit B12/Ferrous Fum/Folic Acid/Mg Sulf/Man","Copper;Vitamin B12;Iron;Folic Acid;Magnesium;Manganese"
"Adalimumab","Adalimumab"
"Hydrocortisone Acetate/Lidocaine Hydrochloride","Hydrocortisone;Lidocaine"
"Progesterone, Micronized","Progesterone"
"Testosterone, Micronized","Testosterone"
"Hydrocortisone, Micronized","Hydrocortisone"
"Eletriptan Hydrobromide","Eletriptan"
"Mineral Oil/Petrolatum, White","Mineral Oil;Petrolatum"
"Penicillin G Benzathine/Penicillin G Procaine","Penicillin G"
"Dehydroepiandrosterone, Micronized","Dehydroepiandrosterone"
"Codeine Phos/guaiFENesin/PSE HCl","Codeine;Guaifenesin;Pseudoephedrine"
"Tiotropium Bromide","Tiotropium"
"Thalidomide","Thalidomide"
"Peginterferon Alfa-2A","Interferon Alfa-2a"
"Aprepitant","Aprepitant"
"Aprepitant;Aprepitant","Aprepitant"
"Buprenorphine Hydrochloride","Buprenorphine"
"Zoledronic Acid","Zoledronic Acid"
"Eplerenone","Eplerenone"
"Oxybutynin","Oxybutynin"
"Carbinoxamine Maleate","Carbinoxamine"
"Imatinib Mesylate","Imatinib"
"Omalizumab","Omalizumab"
"Atazanavir Sulfate","Atazanavir"
"Emtricitabine","Emtricitabine"
"PEG-400/Propylene Glycol","Polyethylene Glycol;Propylene Glycol"
"Thyroid Porcine","Thyroid"
"Hydrochlorothiazide/Olmesartan Medoxomil","Hydrochlorothiazide;Olmesartan"
"Nitazoxanide","Nitazoxanide"
"Carbidopa/Entacapone/Levodopa","Carbidopa;Entacapone;Levodopa"
"Palonosetron Hydrochloride","Palonosetron"
"Ciprofloxacin Hydrochloride/Dexamethasone","Ciprofloxacin;Dexamethasone"
"Vardenafil Hydrochloride","Vardenafil"
"Rosuvastatin Calcium","Rosuvastatin"
"Boron/Ca/Vit B12/Folic Acid/Mg/Vit B6/Vit D","Boron;Calcium;Vitamin B12;Folic Acid;Magnesium;Vitamin B6;Vitamin D"
"Diazepam;Lubricant","Diazepam"
"Estradiol Acetate","Estradiol"
"Alfuzosin Hydrochloride","Alfuzosin"
"Daptomycin","Daptomycin"
"Fosamprenavir Calcium","Amprenavir"
"Ascorbic Acid/Iron","Ascorbic Acid;Iron"
"Ethinyl Estradiol/Norgestrel;Placebo","Ethinyl Estradiol;Norgestrel"
"Bifidobacterium Bifidum/Lactobacillus Acidophilus/","Bifidobacterium Bifidum;Lactobacillus Acidophilus"
"Memantine Hydrochloride","Memantine"
"Memantine Hydrochloride;Memantine Hydrochloride","Memantine"
"Epinastine Hydrochloride","Epinastine"
"Tadalafil","Tadalafil"
"Estradiol/Levonorgestrel","Estradiol;Levonorgestrel"
"Fluoxetine Hydrochloride/Olanzapine","Fluoxetine;Olanzapine"
"Paroxetine Mesylate","Paroxetine"
"Sertaconazole Nitrate","Sertaconazole"
"Midazolam","Midazolam"
"Amlodipine Besylate/Atorvastatin Calcium","Amlodipine;Atorvastatin"
"Cyclosporine, Modified","Cyclosporine"
"Ethinyl Estradiol/Ethynodiol Diacetate;Placebo","Ethinyl Estradiol;Ethynodiol"
"Amoxicillin;Clarithromycin;Lansoprazole","Amoxicillin;Clarithromycin;Lansoprazole"
"Sorbitol","Sorbitol"
"Bifidobacterium/Lactobacillus Acidophilus/Lactobac","Bifidobacterium;Lactobacillus Acidophilus;Lactobacillus"
"Cinacalcet Hydrochloride","Cinacalcet"
"Hyaluronic Acid","Hyaluronic Acid"
"Saccharomyces Boulardii","Saccharomyces Boulardii"
"Mycophenolate Sodium","Mycophenolic Acid"
"Beta Glucan","Beta Glucan"
"Telithromycin","Telithromycin"
"Chlorpheniramine Polistirex/Codeine Polistirex","Chlorpheniramine;Codeine"
"Trospium Chloride","Trospium"
"Cyanocobalamin/Folic Acid","Cyanocobalamin;Folic Acid"
"Polyethylene Glycol 3350","Polyethylene Glycol"
"Rifaximin","Rifaximin"
"Doxercalciferol","Doxercalciferol"
"Ezetimibe/Simvastatin","Ezetimibe;Simvastatin"
"Emtricitabine/Tenofovir Disoproxil Fumarate","Emtricitabine;Tenofovir"
"Abacavir Sulfate/Lamivudine","Abacavir;Lamivudine"
"Vit C/Biotin/Vit B12/Folic Acid/Niacinamide/Vit B5","Ascorbic Acid;Biotin;Cyanocobalamin;Folic Acid;Niacinamide;Pantothenic Acid"
"Duloxetine Hydrochloride","Duloxetine"
"Betahistine Hydrochloride","Betahistine"
"Diethylene Glycol Monoethyl Ether","Diethylene Glycol Monoethyl Ether"
"Beclomethasone Dipropionate","Beclomethasone"
"Pramoxine Hydrochloride","Pramoxine"
"Lanthanum Carbonate","Lanthanum"
"Vit C/Biotin/Ca Pantothenate/Folic Acid/Methylcoba","Ascorbic Acid;Biotin;Pantothenic Acid;Folic Acid;Methylvitamin B12"
"Solifenacin Succinate","Solifenacin"
"Eszopiclone","Eszopiclone"
"Darifenacin Hydrobromide","Darifenacin"
"Loteprednol Etabonate/Tobramycin","Loteprednol;Tobramycin"
"Yellow Fever Vaccine","Yellow Fever Virus"
"Omega-3-Acid Ethyl Esters","Eicosapentaenoic Acid;Docosahexaenoic Acid"
"Levalbuterol Tartrate","Levalbuterol"
"Desloratadine/Pseudoephedrine Sulfate","Desloratadine;Pseudoephedrine"
"Entecavir","Entecavir"
"Bromfenac","Bromfenac"
"Ibandronate Sodium","Ibandronate"
"Alendronate Sodium/Cholecalciferol","Alendronate;Cholecalciferol"
"Exenatide","Exenatide"
"Interferon Beta-1a;Interferon Beta-1a","Interferon Beta-1a"
"1,1,1,3,3-Pentafluoropropane/Norflurane","Pentafluoropropane;Norflurane"
"Paricalcitol","Paricalcitol"
"Hydroxocobalamin","Hydroxocobalamin"
"Pregabalin","Pregabalin"
"Tigecycline","Tigecycline"
"Ramelteon","Ramelteon"
"Hydralazine Hydrochloride/Isosorbide Dinitrate","Hydralazine;Isosorbide"
"Nepafenac","Nepafenac"
"Typhoid Vaccine, Live","Salmonella Typhi Ty21a"
"Metformin Hydrochloride/Pioglitazone Hydrochloride","Metformin;Pioglitazone"
"Lidocaine/Tetracaine","Lidocaine;Tetracaine"
"Deferasirox","Deferasirox"
"Azithromycin","Azithromycin"
"Abatacept","Abatacept"
"Lenalidomide","Lenalidomide"
"Insulin Detemir","Insulin"
"Pneumococcal Vaccine Polyvalent","Pneumococcal Polysaccharides"
"Lactobacillus Acidophilus/Lactobacillus Bulgaricus","Lactobacillus Acidophilus;Lactobacillus Bulgaricus"
"Sunitinib Malate","Sunitinib"
"Benzoic Acid/Hyoscyamine Sulf/Methenamine/Methylen","Benzoic Acid;Hyoscyamine;Methenamine;Methylene Blue"
"Ranolazine","Ranolazine"
"Betamethasone Dipropionate/Calcipotriene","Betamethasone;Calcipotriene"
"Flavocoxid","Baicalin;Catechin"
"Miconazole Nitrate/Petrolatum, White/Zinc Oxide","Miconazole;Zinc Oxide"
"Selegiline","Selegiline"
"Omeprazole/Sodium Bicarbonate","Omeprazole;Sodium"
"Naltrexone","Naltrexone"
"Lithium","Lithium"
"Decitabine","Decitabine"
"Alglucosidase Alfa","Alglucosidase Alfa"
"Polyvinyl Alcohol/Povidone","Polyvinyl Alcohol;Povidone"
"Aspirin/Oxycodone Hydrochloride","Acetylsalicylic Acid;Oxycodone"
"Varenicline","Varenicline"
"Rasagiline","Rasagiline"
"Varicella Virus Vaccine","Varicella Zoster Virus Live"
"Varenicline;Varenicline","Varenicline"
"Oxymorphone Hydrochloride","Oxymorphone"
"Cefazolin","Cefazolin"
"Dasatinib","Dasatinib"
"Ranibizumab","Ranibizumab"
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fum","Efavirenz;Emtricitabine;Tenofovir"
"Micafungin Sodium","Micafungin"
"Budesonide/Formoterol Fumarate","Budesonide;Formoterol"
"Glimepiride/Pioglitazone Hydrochloride","Glimepiride;Pioglitazone"
"Hydrochlorothiazide/Metoprolol Succinate","Hydrochlorothiazide;Metoprolol"
"Ca Ascorbate/Calcium Threonate/Vit B12/Folic Acid/","Calcium;Cyanocobalamin;Folic Acid"
"Ca Ascorbate/Calcium Threonate/Vit B12/Ferrous Fum","Calcium;Cyanocobalamin;Iron"
"Ca Ascorbate/Calcium Threonate/Vit B12/Fe/Stomach,","Calcium;Cyanocobalamin;Iron"
"Ascorbic Acid/Iron/Succinic Acid","Ascorbic Acid;Iron;Succinic Acid"
"Posaconazole","Posaconazole"
"Drospirenone/Estradiol","Drospirenone;Estradiol"
"Vorinostat","Vorinostat"
"Arformoterol Tartrate","Arformoterol"
"Biotin","Biotin"
"Sitagliptin Phosphate","Sitagliptin"
"Polyethylene Glycol 3350/K Cl/Na Cl/Na Sulf;Vit C/","Polyethylene Glycol 3350;Potassium;Sodium;Vitamin C"
"Carvedilol Phosphate","Carvedilol"
"Ciclesonide","Ciclesonide"
"Clindamycin Phosphate/Tretinoin","Clindamycin;Tretinoin"
"Sinecatechins","Sinecatechins"
"Brompheniramine Mal/DM Hydrobrom/Phenyleph HCl","Brompheniramine;Dextromethorphan;Phenylephrine"
"Paliperidone","Paliperidone"
"Lubiprostone","Lubiprostone"
"Ascorbic Acid/Copper/Vitamin A/Vitamin E/Zinc","Ascorbic Acid;Copper;Vitamin A;Vitamin E;Zinc"
"Polyethylene Glycol 3350/K Cl/Na Bicarb/Na Cl","Polyethylene Glycol 3350;Potassium;Sodium;Sodium"
"PEG Electrolyte Lavage Solution","Polyethylene Glycol 3350;Electrolytes"
"Cu/Vit B12/Ferrous Fum/Folic Acid/Fe Polysaccharid","Copper;Cyanocobalamin;Iron;Folic Acid"
"Lisdexamfetamine Dimesylate","Lisdexamfetamine"
"Calcium/Cholecalciferol","Calcium;Cholecalciferol"
"Aliskiren","Aliskiren"
"Lapatinib Ditosylate","Lapatinib"
"Metformin Hydrochloride/Sitagliptin Phosphate","Metformin;Sitagliptin"
"Retapamulin","Retapamulin"
"Fluticasone Furoate","Fluticasone"
"Bi Subcitrate K/Metronidazole/Tetracycline HCl","Bismuth;Metronidazole;Tetracycline"
"Solution, Multi Ingredient","Multiple Active Ingredients"
"Rotigotine","Rotigotine"
"Levocetirizine Dihydrochloride","Levocetirizine"
"Armodafinil","Armodafinil"
"Ambrisentan","Ambrisentan"
"Magnesium","Magnesium"
"Colestipol Hydrochloride, Micronized","Colestipol"
"Amlodipine Besylate/Valsartan","Amlodipine;Valsartan"
"Rivastigmine","Rivastigmine"
"Maraviroc","Maraviroc"
"Pertussis Vac, Acellular/Reduced Diphtheria Toxoid","Pertussis Vaccine;Diphtheria Toxoid"
"Antipyrine/Benzocaine/Glycerin","Antipyrine;Benzocaine;Glycerin"
"Vit C/Bioflavonoid/Biotin/Cr/Cu/Vit B12/Folic Acid","Ascorbic Acid;Bioflavonoid;Biotin;Chromium;Copper;Cyanocobalamin;Folic Acid"
